imdbId,budget,revenue,originalTitle,releaseDate
tt0098067,0,126297830,Parenthood,1989-07-31
tt0114369,33000000,327311859,Se7en,1995-09-22
tt1620680,103000000,132675864,A Wrinkle in Time,2018-03-08
tt0116583,100000000,100138851,The Hunchback of Notre Dame,1996-06-21
tt0134084,40000000,161834276,Scream 3,2000-02-03
tt0327056,25000000,156822020,Mystic River,2003-10-07
tt1210819,255000000,89289910,The Lone Ranger,2013-07-03
tt0101862,0,89325780,Father of the Bride,1991-12-20
tt1142800,0,90508336,Madea Goes to Jail,2009-02-16
tt1483013,120000000,286168572,Oblivion,2013-04-10
tt0186566,65000000,128884132,Space Cowboys,2000-07-31
tt0362120,45000000,178262620,Scary Movie 4,2006-04-12
tt0183505,51000000,149270999,"Me, Myself & Irene",2000-06-22
tt0333780,45000000,124914842,"Legally Blonde 2: Red, White & Blonde",2003-07-02
tt0086465,15000000,90404800,Trading Places,1983-06-07
tt1142988,38000000,205298907,The Ugly Truth,2009-07-24
tt0120587,60000000,171757863,Antz,1998-10-02
tt4160708,9900000,159047649,Don't Breathe,2016-06-08
tt0492956,22000000,147880543,The Game Plan,2007-09-28
tt0117705,80000000,250200000,Space Jam,1996-11-15
tt0120917,100000000,169327687,The Emperor's New Groove,2000-12-09
tt0408790,55000000,223387299,Flightplan,2005-09-22
tt2561572,40000000,111811453,Get Hard,2015-03-26
tt2024469,50000000,222809600,Non-Stop,2014-02-26
tt0473075,150000000,335154643,Prince of Persia: The Sands of Time,2010-05-19
tt1691917,50000000,219788712,Planes,2013-08-09
tt1340138,155000000,440603537,Terminator Genisys,2015-06-23
tt1245526,58000000,71664962,RED,2010-10-13
tt0814255,95000000,226497209,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01
tt2446042,48000000,325771424,Taken 3,2014-12-16
tt0910936,27000000,101624843,Pineapple Express,2008-08-06
tt0335438,60000000,170268750,Starsky & Hutch,2004-03-05
tt0114898,175000000,264218220,Waterworld,1995-07-28
tt0104389,11700000,88036683,The Hand that Rocks the Cradle,1992-01-10
tt0120661,0,76447420,Everest,1998-03-06
tt1850457,30000000,105011053,Sisters,2015-12-18
tt1935859,110000000,296482446,Miss Peregrine's Home for Peculiar Children,2016-09-28
tt0137494,66000000,212404396,Entrapment,1999-04-29
tt0343135,42000000,171963386,Along Came Polly,2004-01-16
tt0089755,31000000,128499205,Out of Africa,1985-12-20
tt0046183,4000000,87404651,Peter Pan,1953-02-05
tt0112740,53000000,157387195,Crimson Tide,1995-05-12
tt0492956,22000000,147880543,The Game Plan,2007-09-28
tt0183505,51000000,149270999,"Me, Myself & Irene",2000-06-22
tt0962726,11000000,252909177,High School Musical 3: Senior Year,2008-10-11
tt2084970,14000000,233555708,The Imitation Game,2014-11-14
tt0277296,60000000,165333180,The Scorpion King,2002-04-18
tt0473075,150000000,335154643,Prince of Persia: The Sands of Time,2010-05-19
tt0120686,50000000,159710793,Stepmom,1998-12-25
tt0206275,13000000,91038276,Save the Last Dance,2001-01-12
tt1142800,0,90508336,Madea Goes to Jail,2009-02-16
tt1340138,155000000,440603537,Terminator Genisys,2015-06-23
tt2561572,40000000,111811453,Get Hard,2015-03-26
tt1245526,58000000,71664962,RED,2010-10-13
tt0086465,15000000,90404800,Trading Places,1983-06-07
tt0117705,80000000,250200000,Space Jam,1996-11-15
tt0186566,65000000,128884132,Space Cowboys,2000-07-31
tt2446042,48000000,325771424,Taken 3,2014-12-16
tt1142988,38000000,205298907,The Ugly Truth,2009-07-24
tt0814255,95000000,226497209,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01
tt0046183,4000000,87404651,Peter Pan,1953-02-05
tt0910936,27000000,101624843,Pineapple Express,2008-08-06
tt1935859,110000000,296482446,Miss Peregrine's Home for Peculiar Children,2016-09-28
tt1620981,40000000,200185807,The Addams Family,2019-10-10
tt1631867,178000000,370541256,Edge of Tomorrow,2014-05-27
tt0120794,70000000,218613188,The Prince of Egypt,1998-12-15
tt0102945,19000000,174999005,Sleeping with the Enemy,1991-01-13
tt0066011,2200000,136400000,Love Story,1970-12-16
tt0097239,7500000,145793296,Driving Miss Daisy,1989-12-13
tt0312528,109000000,133818283,The Cat in the Hat,2003-11-21
tt0112642,50000000,287928194,Casper,1995-05-26
tt0257044,80000000,181001478,Road to Perdition,2002-07-12
tt1284575,20000000,216197492,Bad Teacher,2011-05-16
tt4649466,104000000,410902662,Kingsman: The Golden Circle,2017-09-20
tt0409847,163000000,174822325,Cowboys & Aliens,2011-07-29
tt0138097,25000000,289317794,Shakespeare in Love,1998-12-11
tt1302067,80000000,201584141,Yogi Bear,2010-12-17
tt4575576,75000000,99138899,Christopher Robin,2018-08-02
tt0112864,90000000,366101666,Die Hard: With a Vengeance,1995-05-19
tt0088939,15000000,146292009,The Color Purple,1985-12-18
tt0990407,120000000,227817248,The Green Hornet,2011-01-12
tt0377981,36000000,189712432,Gnomeo & Juliet,2011-01-13
tt0405159,30000000,216763646,Million Dollar Baby,2004-12-15
tt0119282,85000000,252712101,Hercules,1997-06-20
tt1279935,55000000,152263880,Date Night,2010-04-08
tt2231461,120000000,426245950,Rampage,2018-04-12
tt0102510,23000000,86930411,The Naked Gun 2½: The Smell of Fear,1991-06-28
tt0100404,22000000,221303188,Presumed Innocent,1990-07-26
tt0098621,26000000,160188546,The War of the Roses,1989-12-08
tt2096672,40000000,169837010,Dumb and Dumber To,2014-11-12
tt0432348,4000000,152925093,Saw II,2005-10-28
tt1790886,95000000,104907746,The Campaign,2012-08-09
tt0078767,0,86432000,The Amityville Horror,1979-07-26
tt0072431,2800000,86273333,Young Frankenstein,1974-12-15
tt2140479,44000000,155160045,The Accountant,2016-10-13
tt1204342,45000000,165184237,The Muppets,2011-11-22
tt0099088,40000000,244527583,Back to the Future Part III,1990-05-25
tt0437086,170000000,404852543,Alita: Battle Angel,2019-01-31
tt2974918,0,233755553,Alvin and the Chipmunks: The Road Chip,2015-12-17
tt0287717,38000000,119723358,Spy Kids 2: The Island of Lost Dreams,2002-08-07
tt2713180,68000000,211817906,Fury,2014-10-15
tt0190641,30000000,163644662,劇場版ポケットモンスター ミュウツーの逆襲,1998-07-18
tt4877122,50000000,216909830,The Emoji Movie,2017-07-23
tt0433035,110000000,299268508,Real Steel,2011-09-28
tt0377092,17000000,129042871,Mean Girls,2004-04-30
tt0345950,30000000,140161792,The SpongeBob SquarePants Movie,2004-11-14
tt1823664,65000000,133821816,Annie,2014-12-19
tt0454848,45000000,185798265,Inside Man,2006-03-17
tt1483013,120000000,286168572,Oblivion,2013-04-10
tt0120587,60000000,171757863,Antz,1998-10-02
tt0099088,40000000,244527583,Back to the Future Part III,1990-05-25
tt0454848,45000000,185798265,Inside Man,2006-03-17
tt0427229,50000000,128406887,Failure to Launch,2006-03-10
tt1204342,45000000,165184237,The Muppets,2011-11-22
tt4160708,9900000,159047649,Don't Breathe,2016-06-08
tt0134084,40000000,161834276,Scream 3,2000-02-03
tt0114898,175000000,264218220,Waterworld,1995-07-28
tt0089755,31000000,128499205,Out of Africa,1985-12-20
tt0120661,0,76447420,Everest,1998-03-06
tt0137494,66000000,212404396,Entrapment,1999-04-29
tt0333780,45000000,124914842,"Legally Blonde 2: Red, White & Blonde",2003-07-02
tt0343135,42000000,171963386,Along Came Polly,2004-01-16
tt0362120,45000000,178262620,Scary Movie 4,2006-04-12
tt0104389,11700000,88036683,The Hand that Rocks the Cradle,1992-01-10
tt0335438,60000000,170268750,Starsky & Hutch,2004-03-05
tt0327056,25000000,156822020,Mystic River,2003-10-07
tt0087538,8000000,90815558,The Karate Kid,1984-06-22
tt0408790,55000000,223387299,Flightplan,2005-09-22
tt0432348,4000000,152925093,Saw II,2005-10-28
tt0102510,23000000,86930411,The Naked Gun 2½: The Smell of Fear,1991-06-28
tt1210819,255000000,89289910,The Lone Ranger,2013-07-03
tt1152836,80000000,214104620,Public Enemies,2009-07-01
tt0477051,10000000,159313561,Norbit,2007-02-08
tt0396555,150000000,169332978,Meet the Robinsons,2007-03-23
tt1790885,40000000,132820716,Zero Dark Thirty,2012-12-19
tt0141369,75000000,0,Inspector Gadget,1999-07-23
tt1068680,70000000,225990978,Yes Man,2008-12-09
tt6398184,20000000,157829576,Downton Abbey,2019-09-12
tt0258000,48000000,196397415,Panic Room,2002-03-29
tt0108052,22000000,321365567,Schindler's List,1993-11-30
tt2066051,40000000,167323950,Rocketman,2019-05-22
tt0097165,16400000,235860116,Dead Poets Society,1989-06-02
tt1355644,110000000,303144152,Passengers,2016-12-21
tt0250494,18000000,141774679,Legally Blonde,2001-07-13
tt1700841,19000000,140705322,Sausage Party,2016-07-11
tt0159365,79000000,173013509,Cold Mountain,2003-12-24
tt1253863,110000000,337580051,300: Rise of an Empire,2014-03-05
tt0443649,105000000,266000000,"10,000 BC",2008-02-22
tt0453562,40000000,95020213,42,2013-04-12
tt1285016,40000000,224920315,The Social Network,2010-10-01
tt1037705,80000000,157107755,The Book of Eli,2010-01-11
tt1261945,100000000,288347692,Sex and the City 2,2010-05-26
tt0413099,175000000,173000000,Evan Almighty,2007-06-09
tt1014775,20000000,149281606,Beverly Hills Chihuahua,2008-10-03
tt0082031,7000000,95461682,Arthur,1981-07-17
tt0368933,40000000,95149435,The Princess Diaries 2: Royal Engagement,2004-08-06
tt0117038,0,119718203,Michael,1996-12-25
tt0217869,75000000,248118121,Unbreakable,2000-11-13
tt0252076,55000000,154906693,Maid in Manhattan,2002-12-13
tt0427229,50000000,128406887,Failure to Launch,2006-03-10
tt0077523,5,85,Every Which Way But Loose,1978-12-19
tt0083131,10000000,85300000,Stripes,1981-06-25
tt0090605,18500000,183316455,Aliens,1986-07-18
tt0400717,85000000,197309027,Open Season,2006-09-29
tt3717490,100000000,142337240,Power Rangers,2017-03-23
tt0079817,7000000,200182160,Rocky II,1979-06-15
tt6966692,23000000,319700000,Green Book,2018-11-16
tt0328880,100000000,0,Brother Bear,2003-10-23
tt1764651,100000000,312573423,The Expendables 2,2012-08-08
tt0357413,26000000,90574188,Anchorman: The Legend of Ron Burgundy,2004-07-09
tt0032910,2600000,84300000,Pinocchio,1940-02-23
tt1536044,3000000,177512032,Paranormal Activity 2,2010-10-20
tt0106582,70000000,255000211,Cliffhanger,1993-05-28
tt0230011,120000000,186053725,Atlantis: The Lost Empire,2001-06-02
tt0098384,0,95904091,Steel Magnolias,1989-11-15
tt0331632,0,181466833,Scooby-Doo 2: Monsters Unleashed,2004-03-24
tt0112792,23000000,179519401,Dangerous Minds,1995-08-11
tt0120902,66000000,189198313,The X Files,1998-06-19
tt0069113,5000000,84563118,The Poseidon Adventure,1972-12-13
tt1570728,50000000,142851197,"Crazy, Stupid, Love.",2011-07-29
tt2203939,40000000,196781193,The Other Woman,2014-04-16
tt3411444,111000000,295038508,Ferdinand,2017-12-09
tt0452681,12000000,84500122,The Santa Clause 3: The Escape Clause,2006-11-01
tt2103254,20000000,100525432,Tammy,2014-07-02
tt3322940,6500000,257047661,Annabelle,2014-10-02
tt1850457,30000000,105011053,Sisters,2015-12-18
tt1790886,95000000,104907746,The Campaign,2012-08-09
tt0100404,22000000,221303188,Presumed Innocent,1990-07-26
tt0101862,0,89325780,Father of the Bride,1991-12-20
tt2140479,44000000,155160045,The Accountant,2016-10-13
tt0078767,0,86432000,The Amityville Horror,1979-07-26
tt0098621,26000000,160188546,The War of the Roses,1989-12-08
tt0072431,2800000,86273333,Young Frankenstein,1974-12-15
tt2096672,40000000,169837010,Dumb and Dumber To,2014-11-12
tt1691917,50000000,219788712,Planes,2013-08-09
tt1823664,65000000,133821816,Annie,2014-12-19
tt0190641,30000000,163644662,劇場版ポケットモンスター ミュウツーの逆襲,1998-07-18
tt4877122,50000000,216909830,The Emoji Movie,2017-07-23
tt0377092,17000000,129042871,Mean Girls,2004-04-30
tt0433035,110000000,299268508,Real Steel,2011-09-28
tt0287717,38000000,119723358,Spy Kids 2: The Island of Lost Dreams,2002-08-07
tt0077523,5,85,Every Which Way But Loose,1978-12-19
tt0090605,18500000,183316455,Aliens,1986-07-18
tt6966692,23000000,319700000,Green Book,2018-11-16
tt1764651,100000000,312573423,The Expendables 2,2012-08-08
tt0357413,26000000,90574188,Anchorman: The Legend of Ron Burgundy,2004-07-09
tt1001508,40000000,178866158,He's Just Not That Into You,2009-02-06
tt0076666,3500000,237113184,Saturday Night Fever,1977-12-16
tt0120746,95000000,250288523,The Mask of Zorro,1998-07-16
tt1135503,40000000,129540499,Julie & Julia,2009-08-06
tt0048280,0,93600000,Lady and the Tramp,1955-06-22
tt0311113,150000000,212011111,Master and Commander: The Far Side of the World,2003-11-14
tt0265029,0,138191428,America's Sweethearts,2001-07-17
tt1907668,31000000,161772375,Flight,2012-11-02
tt0964517,25000000,93617009,The Fighter,2010-12-17
tt0230600,17000000,209947037,The Others,2001-08-02
tt2404435,90000000,162360636,The Magnificent Seven,2016-09-14
tt1964418,190000000,209154322,Tomorrowland,2015-05-19
tt0825232,45000000,175372502,The Bucket List,2007-12-25
tt0239395,60000000,93375151,Cats & Dogs,2001-07-04
tt1535108,115000000,286140700,Elysium,2013-08-07
tt0289765,78000000,209196298,Red Dragon,2002-09-29
tt0313737,60000000,93354918,Two Weeks Notice,2002-12-19
tt0042332,2900000,263591415,Cinderella,1950-02-22
tt0098635,16000000,92823546,When Harry Met Sally...,1989-07-21
tt0290296,0,163333893,Space Station 3D,2002-04-17
tt0119137,80000000,177977226,Flubber,1997-11-26
tt0085549,4000000,92921203,Flashdance,1983-04-14
tt0840361,37000000,154026136,The Town,2010-09-15
tt0109446,45000000,117615211,The Client,1994-07-20
tt2024469,50000000,222809600,Non-Stop,2014-02-26
tt1621045,12000000,96070507,Think Like a Man,2012-04-16
tt1856101,150000000,259239658,Blade Runner 2049,2017-10-04
tt0099938,15000000,201957688,Kindergarten Cop,1990-12-21
tt4425200,40000000,171539887,John Wick: Chapter 2,2017-02-08
tt0117731,46000000,150000000,Star Trek: First Contact,1996-11-22
tt1929263,12000000,101332962,Heaven is for Real,2014-04-16
tt2869728,40000000,124827316,Ride Along 2,2016-01-14
tt0171363,80000000,91188905,The Haunting,1999-07-23
tt0112740,53000000,157387195,Crimson Tide,1995-05-12
tt0090685,11000000,91258000,Back to School,1986-06-13
tt6450186,7000000,86026201,I Can Only Imagine,2018-02-14
tt0078788,31500000,150000000,Apocalypse Now,1979-08-15
tt0105690,35000000,156563139,Under Siege,1992-10-08
tt1253864,75000000,226904017,Immortals,2011-11-10
tt0095016,28000000,140767956,Die Hard,1988-07-15
tt1193138,25000000,163670000,Up in the Air,2009-09-05
tt2226417,5000000,0,Insidious: Chapter 2,2013-09-12
tt1217613,70000000,202466756,Battle: Los Angeles,2011-03-08
tt1911658,132000000,373552094,Penguins of Madagascar,2014-11-22
tt1646987,150000000,301000000,Wrath of the Titans,2012-03-27
tt0985699,75000000,200276000,Valkyrie,2008-12-25
tt1033575,20000000,177243185,The Descendants,2011-09-09
tt6182908,0,0,Smallfoot,2018-09-20
tt0080339,3500000,83453539,Airplane!,1980-07-02
tt2140373,35000000,112544580,Saving Mr. Banks,2013-11-16
tt7343762,20000000,72457330,Good Boys,2019-08-14
tt1860353,135000000,282570682,Turbo,2013-07-11
tt0109635,55000000,214015089,Disclosure,1994-12-09
tt0388795,14000000,178043761,Brokeback Mountain,2005-09-10
tt0105112,45000000,178051587,Patriot Games,1992-06-04
tt0329101,30000000,114908830,Freddy vs. Jason,2003-08-15
tt0413895,85000000,144000000,Charlotte's Web,2006-12-07
tt0099371,60000000,157920733,Days of Thunder,1990-06-27
tt0101921,11000000,119418501,Fried Green Tomatoes,1991-12-27
tt0368578,32000000,97918663,Are We There Yet?,2005-01-20
tt0369735,43000000,154749918,Monster-in-Law,2005-05-13
tt0452598,60000000,129181830,Cheaper by the Dozen 2,2005-12-21
tt0103874,40000000,215862692,Dracula,1992-11-13
tt0079945,35000000,139000000,Star Trek: The Motion Picture,1979-12-07
tt0383216,65000000,158851357,The Pink Panther,2006-02-10
tt0442933,70000000,195735876,Beowulf,2007-11-05
tt0398808,60000000,137587063,Bridge to Terabithia,2007-02-16
tt0113862,23000000,106269971,Mr. Holland's Opus,1995-12-29
tt0187738,54000000,155010032,Blade II,2002-03-22
tt1924435,17000000,136621271,Let's Be Cops,2014-08-13
tt0078748,11000000,104931801,Alien,1979-05-25
tt6294822,50000000,174503458,The Post,2017-12-22
tt4046784,61000000,312296056,Maze Runner: The Scorch Trials,2015-09-09
tt0077766,20000000,187884007,Jaws 2,1978-06-16
tt3949660,135000000,245623848,Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-01
tt2103254,20000000,100525432,Tammy,2014-07-02
tt0069113,5000000,84563118,The Poseidon Adventure,1972-12-13
tt0098384,0,95904091,Steel Magnolias,1989-11-15
tt0079817,7000000,200182160,Rocky II,1979-06-15
tt0437086,170000000,404852543,Alita: Battle Angel,2019-01-31
tt2713180,68000000,211817906,Fury,2014-10-15
tt0452681,12000000,84500122,The Santa Clause 3: The Escape Clause,2006-11-01
tt1570728,50000000,142851197,"Crazy, Stupid, Love.",2011-07-29
tt0032910,2600000,84300000,Pinocchio,1940-02-23
tt0112792,23000000,179519401,Dangerous Minds,1995-08-11
tt3411444,111000000,295038508,Ferdinand,2017-12-09
tt0230011,120000000,186053725,Atlantis: The Lost Empire,2001-06-02
tt0106582,70000000,255000211,Cliffhanger,1993-05-28
tt0120902,66000000,189198313,The X Files,1998-06-19
tt2203939,40000000,196781193,The Other Woman,2014-04-16
tt0105690,35000000,156563139,Under Siege,1992-10-08
tt1646987,150000000,301000000,Wrath of the Titans,2012-03-27
tt2226417,5000000,0,Insidious: Chapter 2,2013-09-12
tt1193138,25000000,163670000,Up in the Air,2009-09-05
tt1911658,132000000,373552094,Penguins of Madagascar,2014-11-22
tt3322940,6500000,257047661,Annabelle,2014-10-02
tt6450186,7000000,86026201,I Can Only Imagine,2018-02-14
tt0078788,31500000,150000000,Apocalypse Now,1979-08-15
tt0095016,28000000,140767956,Die Hard,1988-07-15
tt1217613,70000000,202466756,Battle: Los Angeles,2011-03-08
tt1253864,75000000,226904017,Immortals,2011-11-10
tt3717490,100000000,142337240,Power Rangers,2017-03-23
tt0105112,45000000,178051587,Patriot Games,1992-06-04
tt0080339,3500000,83453539,Airplane!,1980-07-02
tt0328880,100000000,0,Brother Bear,2003-10-23
tt2140373,35000000,112544580,Saving Mr. Banks,2013-11-16
tt6182908,0,0,Smallfoot,2018-09-20
tt7343762,20000000,72457330,Good Boys,2019-08-14
tt0388795,14000000,178043761,Brokeback Mountain,2005-09-10
tt0413895,85000000,144000000,Charlotte's Web,2006-12-07
tt0985699,75000000,200276000,Valkyrie,2008-12-25
tt0109635,55000000,214015089,Disclosure,1994-12-09
tt1860353,135000000,282570682,Turbo,2013-07-11
tt2084970,14000000,233555708,The Imitation Game,2014-11-14
tt0120686,50000000,159710793,Stepmom,1998-12-25
tt0087538,8000000,90815558,The Karate Kid,1984-06-22
tt0277296,60000000,165333180,The Scorpion King,2002-04-18
tt0206275,13000000,91038276,Save the Last Dance,2001-01-12
tt2302755,70000000,161025640,Olympus Has Fallen,2013-03-20
tt0473075,150000000,335154643,Prince of Persia: The Sands of Time,2010-05-19
tt0492956,22000000,147880543,The Game Plan,2007-09-28
tt0120587,60000000,171757863,Antz,1998-10-02
tt0183505,51000000,149270999,"Me, Myself & Irene",2000-06-22
tt0362120,45000000,178262620,Scary Movie 4,2006-04-12
tt0397313,40000000,120455994,Eight Below,2006-02-17
tt0477080,100000000,167805466,Unstoppable,2010-11-04
tt0077663,0,0,Heaven Can Wait,1978-06-28
tt0066026,3500000,81600000,M*A*S*H,1970-01-24
tt0120784,90000000,161626121,Payback,1999-02-05
tt0087928,4500000,146198896,Police Academy,1984-03-22
tt0281373,35000000,81000000,Snow Dogs,2002-01-18
tt0332379,35000000,131282949,School of Rock,2003-10-03
tt2637276,68000000,215863606,Ted 2,2015-06-25
tt0114924,17000000,182057016,While You Were Sleeping,1995-04-21
tt0332280,29000000,115603229,The Notebook,2004-06-25
tt0112715,50000000,152022101,Congo,1995-06-09
tt0478087,35000000,69823199,21,2008-03-27
tt0268397,25000000,80936232,Jimmy Neutron: Boy Genius,2001-12-21
tt0134119,40000000,128798265,The Talented Mr. Ripley,1999-12-25
tt0083131,10000000,85300000,Stripes,1981-06-25
tt2974918,0,233755553,Alvin and the Chipmunks: The Road Chip,2015-12-17
tt0345950,30000000,140161792,The SpongeBob SquarePants Movie,2004-11-14
tt0120917,100000000,169327687,The Emperor's New Groove,2000-12-09
tt0329101,30000000,114908830,Freddy vs. Jason,2003-08-15
tt0368578,32000000,97918663,Are We There Yet?,2005-01-20
tt0369735,43000000,154749918,Monster-in-Law,2005-05-13
tt0079945,35000000,139000000,Star Trek: The Motion Picture,1979-12-07
tt0400717,85000000,197309027,Open Season,2006-09-29
tt1033575,20000000,177243185,The Descendants,2011-09-09
tt0103874,40000000,215862692,Dracula,1992-11-13
tt0113862,23000000,106269971,Mr. Holland's Opus,1995-12-29
tt0101921,11000000,119418501,Fried Green Tomatoes,1991-12-27
tt0452598,60000000,129181830,Cheaper by the Dozen 2,2005-12-21
tt0408790,55000000,223387299,Flightplan,2005-09-22
tt1691917,50000000,219788712,Planes,2013-08-09
tt1210819,255000000,89289910,The Lone Ranger,2013-07-03
tt1340138,155000000,440603537,Terminator Genisys,2015-06-23
tt0120917,100000000,169327687,The Emperor's New Groove,2000-12-09
tt0101862,0,89325780,Father of the Bride,1991-12-20
tt0960144,90000000,201596308,You Don't Mess with the Zohan,2008-06-05
tt4160708,9900000,159047649,Don't Breathe,2016-06-08
tt0086465,15000000,90404800,Trading Places,1983-06-07
tt0134084,40000000,161834276,Scream 3,2000-02-03
tt0335438,60000000,170268750,Starsky & Hutch,2004-03-05
tt0343135,42000000,171963386,Along Came Polly,2004-01-16
tt0099371,60000000,157920733,Days of Thunder,1990-06-27
tt4046784,61000000,312296056,Maze Runner: The Scorch Trials,2015-09-09
tt0331632,0,181466833,Scooby-Doo 2: Monsters Unleashed,2004-03-24
tt3949660,135000000,245623848,Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-01
tt0077766,20000000,187884007,Jaws 2,1978-06-16
tt1924435,17000000,136621271,Let's Be Cops,2014-08-13
tt0442933,70000000,195735876,Beowulf,2007-11-05
tt0383216,65000000,158851357,The Pink Panther,2006-02-10
tt6294822,50000000,174503458,The Post,2017-12-22
tt0187738,54000000,155010032,Blade II,2002-03-22
tt0078748,11000000,104931801,Alien,1979-05-25
tt0398808,60000000,137587063,Bridge to Terabithia,2007-02-16
tt0120784,90000000,161626121,Payback,1999-02-05
tt0281373,35000000,81000000,Snow Dogs,2002-01-18
tt0066026,3500000,81600000,M*A*S*H,1970-01-24
tt0077663,0,0,Heaven Can Wait,1978-06-28
tt0134119,40000000,128798265,The Talented Mr. Ripley,1999-12-25
tt2637276,68000000,215863606,Ted 2,2015-06-25
tt0332379,35000000,131282949,School of Rock,2003-10-03
tt0087928,4500000,146198896,Police Academy,1984-03-22
tt1536044,3000000,177512032,Paranormal Activity 2,2010-10-20
tt0112715,50000000,152022101,Congo,1995-06-09
tt0397313,40000000,120455994,Eight Below,2006-02-17
tt0879870,60000000,204594016,Eat Pray Love,2010-08-12
tt0268397,25000000,80936232,Jimmy Neutron: Boy Genius,2001-12-21
tt0477080,100000000,167805466,Unstoppable,2010-11-04
tt0332280,29000000,115603229,The Notebook,2004-06-25
tt1033643,35000000,170000000,What Happens in Vegas,2008-05-07
tt0099044,38000000,153518974,Another 48 Hrs.,1990-06-08
tt0324216,9500000,107071655,The Texas Chainsaw Massacre,2003-05-21
tt0093565,0,80640528,Moonstruck,1987-12-18
tt0377818,50000000,110803676,The Dukes of Hazzard,2005-08-05
tt1222817,80000000,169852759,Zookeeper,2011-07-06
tt0478087,35000000,69823199,21,2008-03-27
tt1051904,58000000,158162788,Goosebumps,2015-08-05
tt0489270,10000000,163876815,Saw III,2006-10-27
tt0120888,18000000,123306987,The Wedding Singer,1998-02-13
tt0370263,70000000,171183863,AVP: Alien vs. Predator,2004-08-12
tt0489099,85000000,222231186,Jumper,2008-02-13
tt0457510,32000000,80197993,Nacho Libre,2006-06-16
tt0486822,20000000,117760134,Disturbia,2007-04-12
tt2345759,125000000,409231607,The Mummy,2017-06-06
tt0114924,17000000,182057016,While You Were Sleeping,1995-04-21
tt0790724,60000000,218340595,Jack Reacher,2012-12-20
tt0989757,25000000,114977104,Dear John,2010-02-04
tt1060277,25000000,170764026,Cloverfield,2008-01-15
tt1935859,110000000,296482446,Miss Peregrine's Home for Peculiar Children,2016-09-28
tt0120661,0,76447420,Everest,1998-03-06
tt0137494,66000000,212404396,Entrapment,1999-04-29
tt0099088,40000000,244527583,Back to the Future Part III,1990-05-25
tt0089755,31000000,128499205,Out of Africa,1985-12-20
tt1204342,45000000,165184237,The Muppets,2011-11-22
tt0104389,11700000,88036683,The Hand that Rocks the Cradle,1992-01-10
tt1142988,38000000,205298907,The Ugly Truth,2009-07-24
tt1483013,120000000,286168572,Oblivion,2013-04-10
tt0114898,175000000,264218220,Waterworld,1995-07-28
tt0454848,45000000,185798265,Inside Man,2006-03-17
tt0117705,80000000,250200000,Space Jam,1996-11-15
tt0427229,50000000,128406887,Failure to Launch,2006-03-10
tt2561572,40000000,111811453,Get Hard,2015-03-26
tt0327056,25000000,156822020,Mystic River,2003-10-07
tt1142800,0,90508336,Madea Goes to Jail,2009-02-16
tt0814255,95000000,226497209,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01
tt0910936,27000000,101624843,Pineapple Express,2008-08-06
tt0333780,45000000,124914842,"Legally Blonde 2: Red, White & Blonde",2003-07-02
tt0962726,11000000,252909177,High School Musical 3: Senior Year,2008-10-11
tt1245526,58000000,71664962,RED,2010-10-13
tt0186566,65000000,128884132,Space Cowboys,2000-07-31
tt2446042,48000000,325771424,Taken 3,2014-12-16
tt0046183,4000000,87404651,Peter Pan,1953-02-05
tt1850457,30000000,105011053,Sisters,2015-12-18
tt0102510,23000000,86930411,The Naked Gun 2½: The Smell of Fear,1991-06-28
tt0098621,26000000,160188546,The War of the Roses,1989-12-08
tt0432348,4000000,152925093,Saw II,2005-10-28
tt1790886,95000000,104907746,The Campaign,2012-08-09
tt0100404,22000000,221303188,Presumed Innocent,1990-07-26
tt2140479,44000000,155160045,The Accountant,2016-10-13
tt0078767,0,86432000,The Amityville Horror,1979-07-26
tt0072431,2800000,86273333,Young Frankenstein,1974-12-15
tt4877122,50000000,216909830,The Emoji Movie,2017-07-23
tt2096672,40000000,169837010,Dumb and Dumber To,2014-11-12
tt0377092,17000000,129042871,Mean Girls,2004-04-30
tt0287717,38000000,119723358,Spy Kids 2: The Island of Lost Dreams,2002-08-07
tt2974918,0,233755553,Alvin and the Chipmunks: The Road Chip,2015-12-17
tt1823664,65000000,133821816,Annie,2014-12-19
tt2713180,68000000,211817906,Fury,2014-10-15
tt0433035,110000000,299268508,Real Steel,2011-09-28
tt0345950,30000000,140161792,The SpongeBob SquarePants Movie,2004-11-14
tt0437086,170000000,404852543,Alita: Battle Angel,2019-01-31
tt0190641,30000000,163644662,劇場版ポケットモンスター ミュウツーの逆襲,1998-07-18
tt0357413,26000000,90574188,Anchorman: The Legend of Ron Burgundy,2004-07-09
tt0328880,100000000,0,Brother Bear,2003-10-23
tt0112792,23000000,179519401,Dangerous Minds,1995-08-11
tt3717490,100000000,142337240,Power Rangers,2017-03-23
tt0083131,10000000,85300000,Stripes,1981-06-25
tt0077523,5,85,Every Which Way But Loose,1978-12-19
tt0079817,7000000,200182160,Rocky II,1979-06-15
tt2103254,20000000,100525432,Tammy,2014-07-02
tt1536044,3000000,177512032,Paranormal Activity 2,2010-10-20
